document_id,file_name,title,document_type,primary_topic,summary
eagle-knowledge-base/approved/supervisor-core/essential-templates/Quotation Abstract.docx,Quotation Abstract.docx,Quotation Abstract.docx,unknown,general,
eagle-knowledge-base/approved/supervisor-core/essential-templates/Receiving Report Template 20201002.docx,Receiving Report Template 20201002.docx,Receiving Report Template 20201002.docx,unknown,general,
eagle-knowledge-base/approved/supervisor-core/essential-templates/SRB Request form.docx,SRB Request form.docx,SRB Request form.docx,unknown,general,
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/September_2025_Required_Use_Contracts_Policy.txt,September_2025_Required_Use_Contracts_Policy.txt,September 2025 Policy Update: Required Use Contracts vs. Best-in-Class,policy,acquisition_packages,"This policy document establishes a new class of ""required use"" contracts separate from Best-in-Class (BIC) designations, mandating that agencies use government-wide contracts designated as required use unless the Head of Contracting Activity grants an exception. The policy clarifies that required use contracts are distinct from BIC contracts, with required use being mandatory while BIC remains preferred but not mandatory, supporting the President's Executive Order on procurement consolidation."
eagle-knowledge-base/approved/public-interest-guardian/transparency-requirements/SourceSelectionSensitive.txt,SourceSelectionSensitive.txt,Public-Interest-Guardian: Information Protection Guidance for Federal Acquisition Documents,guidance,compliance,"Comprehensive guidance for identifying and protecting sensitive information in federal acquisition documents to prevent unauthorized disclosure and maintain procurement integrity. Covers source selection information, personally identifiable information (PII), facility security details, incumbent contractor data, and Procurement Integrity Act compliance requirements, with specific redaction recommendations and proper document markings for public posting."
eagle-knowledge-base/approved/supervisor-core/essential-templates/Streamlined Acquisition Plan (S-AP).docx,Streamlined Acquisition Plan (S-AP).docx,Streamlined Acquisition Plan (S-AP).docx,unknown,general,
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/Synthetic_Nucleic_Acid_Complete_Guidance_2025.txt,Synthetic_Nucleic_Acid_Complete_Guidance_2025.txt,Synthetic Nucleic Acid and Screening Procurements - Combined Guidance for EAGLE Compliance Support,guidance,compliance,"Comprehensive federal acquisition guidance implementing OSTP Framework requirements for procurements involving synthetic nucleic acids and benchtop synthesis equipment. Establishes compliance procedures, decision trees, and documentation requirements for HHS acquisitions effective October 25, 2024, with contractor compliance deadline of April 26, 2025."
eagle-knowledge-base/approved/technical-translator/agile-contracting/TechFAR_Agile_Contracting_Guide.txt,TechFAR_Agile_Contracting_Guide.txt,TechFAR Hub: Agile Contracting Guide for EAGLE,guidance,acquisition_packages,"Comprehensive guidance for federal acquisition professionals on using Agile software development methodologies in IT contracting. Covers when Agile is appropriate, team structure requirements, contract types (FFP, T&M, cost-reimbursement), performance-based contracting approaches, requirements development, quality assurance, and practical implementation workflows for CORs and contracting officers."
eagle-knowledge-base/approved/shared/TechFAR_Hub_Agile_Acquisition_Guide.txt,TechFAR_Hub_Agile_Acquisition_Guide.txt,TechFAR Hub Agile Acquisition Guide - Comprehensive Summary,guidance,acquisition_packages,"Comprehensive guidance consolidating 13 TechFAR Hub guides on implementing agile software development methodologies within the Federal Acquisition Regulation framework. Covers pre-solicitation planning, solicitation strategies, and contract administration for agile IT acquisitions, including risk management, market research, performance-based contracting, quality assurance, and termination flexibility at natural inspection points."
eagle-knowledge-base/approved/financial-advisor/cost-analysis-guides/Time_and_Effort_Reporting_Commercial_Orgs.txt,Time_and_Effort_Reporting_Commercial_Orgs.txt,Time and Effort Reporting for Commercial Organizations,guidance,compliance,"DFAS guidance document establishing requirements for commercial (for-profit) organizations to maintain labor distribution systems that accurately document and allocate employee time to contracts and grants. Specifies internal controls, employee and supervisor responsibilities, and timekeeping procedures to ensure proper cost allocation based on actual work performed rather than funding availability."
eagle-knowledge-base/approved/financial-advisor/cost-analysis-guides/Unallowable_Costs_Quick_Reference.txt,Unallowable_Costs_Quick_Reference.txt,Unallowable and Unallocable Costs - Quick Reference,reference,compliance,"Quick reference guide to common unallowable costs under FAR Part 31.205 for cost-reimbursement contracts and grants. Provides detailed citations, examples, and red flags for identifying unallowable costs during proposal and invoice review."
eagle-knowledge-base/approved/supervisor-core/checklists/Unauthorized Commitments Ratification Template.pdf,Unauthorized Commitments Ratification Template.pdf,Request for Ratification of Unauthorized Commitment – Recommended Template,template,compliance,"HHS template for documenting and requesting ratification of unauthorized commitments made by Government officials in violation of FAR procurement procedures. Requires detailed justification, vendor selection documentation, fair and reasonable price analysis, and multi-level approvals including budget officer and contracting officer certification."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_IDIQ_funding.txt,appropriations_law_IDIQ_funding.txt,Appropriations Law: IDIQ Contract Funding - Special Rules for Guaranteed Minimums and Task Order Timing,guidance,funding,"Comprehensive guidance on appropriations law requirements for Indefinite-Delivery/Indefinite-Quantity (IDIQ) contracts, emphasizing that guaranteed minimums must be obligated at contract award from current-year appropriations and must reflect genuine bona fide need. Addresses the ""parking funds"" violation, task order funding mechanics, multi-year contract structures, and common errors in IDIQ funding practices with supporting GAO precedents."
eagle-knowledge-base/approved/legal-counselor/appropriations-law/appropriations_law_IDIQ_funding.txt,appropriations_law_IDIQ_funding.txt,Appropriations Law: IDIQ Contract Funding - Special Rules for Guaranteed Minimums and Task Order Timing,guidance,funding,"Comprehensive guidance on appropriations law requirements for Indefinite-Delivery/Indefinite-Quantity (IDIQ) contracts, emphasizing that guaranteed minimums must be obligated at contract award from current-year appropriations and must reflect genuine bona fide need. Addresses the ""parking funds"" violation, task order funding mechanics, multi-year contract structures, and common errors in IDIQ funding practices with supporting GAO precedents."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_amount_ADA_basics.txt,appropriations_law_amount_ADA_basics.txt,Appropriations Law: Antideficiency Act - Amount Basics,guidance,funding,"Comprehensive guide to the Antideficiency Act (ADA) fundamentals for federal contracting, covering the statutory prohibition against obligating or expending funds in excess of available appropriations, apportionments, and administrative subdivisions. Explains the three levels of ADA controls, obligation recording requirements, common violations, incremental funding rules, and practical guidance for contracting officers and budget personnel to ensure compliance and prevent violations."
eagle-knowledge-base/approved/legal-counselor/appropriations-law/appropriations_law_amount_ADA_basics.txt,appropriations_law_amount_ADA_basics.txt,Antideficiency Act (ADA) - Amount Basics: Appropriations Law Fundamentals,guidance,funding,"Comprehensive guide to the Antideficiency Act prohibiting federal employees from obligating or expending funds exceeding available appropriations, in advance of appropriations, or beyond apportionments and administrative subdivisions. Covers the three levels of ADA controls (appropriation, apportionment, and administrative subdivision), obligation recording requirements, common violations, incremental funding rules, and practical guidance for contracting officers and financial advisors to ensure compliance and prevent violations."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_cost_contract_funding.txt,appropriations_law_cost_contract_funding.txt,Appropriations Law: Cost-Reimbursement Contract Funding - Special Rules for Adding Funds,guidance,funding,"Comprehensive guidance on appropriations law rules for funding increases to cost-reimbursement contracts, distinguishing between antecedent liability increases (funded from original appropriation) and discretionary increases (funded from current-year appropriation). Provides practical decision frameworks, GAO precedent, and documentation requirements for contracting officers determining the proper fiscal year appropriation for contract modifications."
eagle-knowledge-base/approved/legal-counselor/appropriations-law/appropriations_law_cost_contract_funding.txt,appropriations_law_cost_contract_funding.txt,Appropriations Law: Cost-Reimbursement Contract Funding - Special Rules for Adding Funds,guidance,funding,"Comprehensive guidance on appropriations law rules for cost-reimbursement contracts, distinguishing between antecedent liability increases (funded from original appropriation) and discretionary increases (funded from current-year appropriation). Provides practical decision frameworks, GAO precedents, and documentation requirements for contract modifications."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_incremental_funding.txt,appropriations_law_incremental_funding.txt,Appropriations Law: Incremental Funding - How to Structure Incrementally Funded Contracts,guidance,funding,"Comprehensive guidance on incremental funding practices for federal contracts, covering when incremental funding is required versus optional, mandatory FAR clauses (particularly FAR 52.232-22), mechanics of adding funding increments, and appropriations law compliance requirements. Addresses cost-reimbursement, fixed-price, and time & materials contract types with practical examples and monitoring responsibilities for contracting officers and CORs."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/appropriations_law_incremental_funding.txt,appropriations_law_incremental_funding.txt,Appropriations Law: Incremental Funding - How to Structure Incrementally Funded Contracts,guidance,funding,"Comprehensive guidance on incremental funding practices for federal contracts, covering when incremental funding is required versus optional, mandatory FAR clauses (particularly FAR 52.232-22), mechanics of adding funding increments, and appropriations law compliance requirements. Addresses cost-reimbursement, fixed-price, and time & materials contract types with practical examples and monitoring responsibilities for contracting officers and CORs."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/appropriations_law_options.txt,appropriations_law_options.txt,Appropriations Law: Option Exercise Timing and Funding,guidance,funding,"Comprehensive guidance on federal contract options, establishing that each option period represents a separate bona fide need requiring funding from the appropriation available when that need arises. Covers option types, advance exercise exceptions, documentation requirements, severability considerations, and common compliance errors."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_options.txt,appropriations_law_options.txt,Appropriations Law: Option Exercise Timing and Funding,guidance,funding,"Comprehensive guidance on federal contract options, establishing that each option period represents a separate bona fide need requiring funding from the appropriation available when that need arises. Covers option types, advance exercise exceptions, documentation requirements, severability considerations, and common compliance errors."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/appropriations_law_severable_services.txt,appropriations_law_severable_services.txt,Appropriations Law: Severable vs Non-Severable Services,guidance,funding,"Comprehensive guidance on determining whether contract services are severable or non-severable under appropriations law, with critical implications for fiscal year funding and contract structure. Provides legal standards, decision frameworks, funding examples, and documentation requirements to ensure compliance with the bona fide needs rule when contracts cross fiscal year boundaries."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_severable_services.txt,appropriations_law_severable_services.txt,Appropriations Law: Severable vs Non-Severable Services - GAO Red Book Chapter 5,guidance,funding,"Comprehensive guidance on determining whether services are severable or non-severable under appropriations law, with critical implications for contract funding across fiscal years. Provides legal standards, decision frameworks, examples, and funding strategies for both service types, including special considerations for IT contracts and documentation requirements."
eagle-knowledge-base/approved/financial-advisor/appropriations-law/appropriations_law_time_bona_fide_needs.txt,appropriations_law_time_bona_fide_needs.txt,Appropriations Law: Time - Bona Fide Needs Rule,guidance,funding,"Comprehensive guidance on the bona fide needs rule (31 U.S.C. § 1502(a)), which restricts appropriations to expenses properly incurred during the period of availability. Covers determination of when needs arise for supplies (delivery date rule), services (performance period rule with severable/non-severable distinction), and construction; addresses contracts crossing fiscal year boundaries, option exercises, and common violations. Essential for ensuring compliant obligation of federal funds and preventing improper ""parking"" of appropriations."
eagle-knowledge-base/approved/supervisor-core/essential-templates/hhs_subk_review_form.docx,hhs_subk_review_form.docx,HHS Subcontracting Plan Review Form,template,subcontracting,"This form is used by the Department of Health and Human Services to review and evaluate subcontracting plans submitted by prime contractors. It ensures compliance with federal subcontracting requirements and socioeconomic program goals, including small business, minority-owned, women-owned, and other designated contractor participation."
eagle/dev-tenant/dev-user/documents/perm_from_container.txt,perm_from_container.txt,Unknown Document,unknown,general,"Document content is insufficient for analysis. Only contains the word 'test' with no substantive information about federal acquisition, policy, or regulatory guidance."
eagle/dev-tenant/dev-user/documents/perm_test_1772734850.txt,perm_test_1772734850.txt,Permutation Test Document,unknown,general,"This document appears to be a test file with minimal content. It contains only a header label 'perm-test' with no substantive acquisition, regulatory, or policy information."
eagle/dev-tenant/dev-user/documents/sow_20260305_142206.md,sow_20260305_142206.md,Statement of Work (SOW) - CT Scanner Acquisition,template,acquisition_packages,"Draft SOW for National Cancer Institute's CT Scanner acquisition outlining contractor responsibilities across planning, implementation, testing, training, and support over a 12-month performance period. Establishes tasks, deliverables, quality assurance requirements, and applicable federal acquisition regulations."
eagle/dev-tenant/dev-user/documents/sow_20260305_182435.docx,sow_20260305_182435.docx,Statement of Work (SOW) Template and Guidance,unknown,acquisition_packages,"This is a comprehensive template and guidance document for preparing Statements of Work (SOW) in federal acquisitions. It provides detailed instructions and sample language for all major SOW sections including introduction, background, scope, objectives, requirements, tasks, deliverables, schedule, personnel qualifications, and special requirements. The document emphasizes performance-based work statements, clear deliverable specifications, and compliance with federal acquisition regulations.</summary>
<parameter name=""document_type"">template"
eagle/dev-tenant/dev-user/documents/sow_20260305_183040.docx,sow_20260305_183040.docx,Statement of Work (SOW) Template and Guidance,unknown,acquisition_packages,"This is a comprehensive template and guidance document for preparing Statements of Work (SOW) for federal acquisitions. It provides detailed instructions and sample language for all major SOW sections including introduction, background, scope, objectives, requirements, tasks, deliverables, schedule, personnel qualifications, and special requirements. The document emphasizes performance-based work statements, clear deliverable specifications, and compliance with federal acquisition regulations.</summary>
<parameter name=""document_type"">template"
eagle/dev-tenant/dev-user/documents/sow_20260305_183702.docx,sow_20260305_183702.docx,Statement of Work (SOW) Template and Guidance,unknown,acquisition_packages,"This is a comprehensive template and guidance document for preparing Statements of Work (SOW) for federal acquisitions. It provides detailed instructions and sample language for all major SOW sections including introduction, background, scope, objectives, requirements, tasks, deliverables, schedule, personnel qualifications, and special requirements. The document emphasizes performance-based work statements, clear deliverable specifications, and compliance with federal acquisition regulations.</summary>
<parameter name=""document_type"">template"
eagle/dev-tenant/dev-user/documents/sow_20260305_184123.docx,sow_20260305_184123.docx,Statement of Work (SOW) Template and Guidance,template,acquisition_packages,"This is a comprehensive Statement of Work template and guidance document that provides structure and sample language for federal acquisition professionals to develop SOWs. It covers essential sections including project overview, background, scope, objectives, requirements, tasks, deliverables, schedule, personnel qualifications, special requirements, and administrative provisions such as security, travel, and government-furnished property."
eagle-knowledge-base/approved/supervisor-core/essential-templates/statement-of-work-template-eagle-v2.docx,statement-of-work-template-eagle-v2.docx,Statement of Work (SOW) Template - Eagle v2,template,acquisition_packages,"A comprehensive template for federal agencies to develop Statements of Work for contract acquisitions. The template provides structured guidance on defining project scope, objectives, tasks, deliverables, schedules, personnel qualifications, and special requirements including security and information technology compliance. It includes sample language and formatting instructions to ensure clear communication of contractor performance expectations."
eagle-knowledge-base/approved/supervisor-core/essential-templates/statement-of-work-template-eagle.docx,statement-of-work-template-eagle.docx,Statement of Work (SOW) Template - Eagle,template,acquisition_packages,"A comprehensive template for federal agencies to develop Statements of Work for contract acquisitions. The template provides structured guidance on defining project scope, objectives, tasks, deliverables, schedules, personnel qualifications, and special requirements. It includes sample language and formatting instructions to ensure clear communication of contractor performance expectations and government requirements."
